# BUSCO version is: 5.4.2 
# The lineage dataset is: mammalia_odb10 (Creation date: 2021-02-19, number of genomes: 24, number of BUSCOs: 9226)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
100at40674	Missing
39053at40674	Duplicated	TRINITY_DN9278_c0_g1_i2:2712-6341	2160.7	1085	https://www.orthodb.org/v10?query=39053at40674	genetic suppressor element 1 isoform X1
39053at40674	Duplicated	TRINITY_DN9278_c0_g1_i5:2712-7163	2436.7	1288	https://www.orthodb.org/v10?query=39053at40674	genetic suppressor element 1 isoform X1
39053at40674	Duplicated	TRINITY_DN9278_c0_g1_i7:2712-7277	2496.4	1288	https://www.orthodb.org/v10?query=39053at40674	genetic suppressor element 1 isoform X1
39092at40674	Complete	TRINITY_DN6124_c0_g2_i1:389-2698	1371.1	678	https://www.orthodb.org/v10?query=39092at40674	conserved oligomeric Golgi complex subunit 7
39097at40674	Missing
39115at40674	Missing
39116at40674	Missing
39117at40674	Missing
39181at40674	Duplicated	TRINITY_DN2873_c0_g1_i1:186-2350	1248.2	619	https://www.orthodb.org/v10?query=39181at40674	Relaxin/insulin like family peptide receptor 1
39181at40674	Duplicated	TRINITY_DN2873_c0_g1_i2:308-2380	1250.7	619	https://www.orthodb.org/v10?query=39181at40674	Relaxin/insulin like family peptide receptor 1
39181at40674	Duplicated	TRINITY_DN2873_c0_g1_i3:193-2357	1248.2	619	https://www.orthodb.org/v10?query=39181at40674	Relaxin/insulin like family peptide receptor 1
39181at40674	Duplicated	TRINITY_DN2873_c0_g1_i4:388-2274	1211.4	595	https://www.orthodb.org/v10?query=39181at40674	Relaxin/insulin like family peptide receptor 1
39181at40674	Duplicated	TRINITY_DN2873_c0_g1_i5:193-2265	1250.7	619	https://www.orthodb.org/v10?query=39181at40674	Relaxin/insulin like family peptide receptor 1
39181at40674	Duplicated	TRINITY_DN2873_c0_g1_i6:186-2258	1250.7	619	https://www.orthodb.org/v10?query=39181at40674	Relaxin/insulin like family peptide receptor 1
39181at40674	Duplicated	TRINITY_DN2873_c0_g1_i7:308-2472	1248.2	619	https://www.orthodb.org/v10?query=39181at40674	Relaxin/insulin like family peptide receptor 1
39193at40674	Complete	TRINITY_DN24792_c0_g1_i1:504-3128	1415.3	712	https://www.orthodb.org/v10?query=39193at40674	probable ATP-dependent RNA helicase DDX10
39200at40674	Duplicated	TRINITY_DN921_c0_g4_i3:3457-5943	1459.2	702	https://www.orthodb.org/v10?query=39200at40674	conserved oligomeric Golgi complex subunit 5
39200at40674	Duplicated	TRINITY_DN921_c0_g4_i6:3457-5943	1459.2	702	https://www.orthodb.org/v10?query=39200at40674	conserved oligomeric Golgi complex subunit 5
39219at40674	Complete	TRINITY_DN24427_c0_g1_i1:67-2799	1220.7	730	https://www.orthodb.org/v10?query=39219at40674	inter-alpha-trypsin inhibitor heavy chain family member 4 
39226at40674	Missing
39240at40674	Duplicated	TRINITY_DN4312_c0_g1_i1:1507-3741	1252.7	591	https://www.orthodb.org/v10?query=39240at40674	F-box only protein 30
39240at40674	Duplicated	TRINITY_DN4312_c0_g1_i2:1510-3744	1252.7	591	https://www.orthodb.org/v10?query=39240at40674	F-box only protein 30
39240at40674	Duplicated	TRINITY_DN4312_c0_g1_i3:134-2170	1088.9	525	https://www.orthodb.org/v10?query=39240at40674	F-box only protein 30
39264at40674	Duplicated	TRINITY_DN6693_c0_g1_i1:341-2749	1285.4	677	https://www.orthodb.org/v10?query=39264at40674	transferrin receptor protein 2
39264at40674	Duplicated	TRINITY_DN6693_c0_g1_i3:329-2737	1285.4	677	https://www.orthodb.org/v10?query=39264at40674	transferrin receptor protein 2
39264at40674	Duplicated	TRINITY_DN6693_c0_g1_i4:127-2265	1223.2	623	https://www.orthodb.org/v10?query=39264at40674	transferrin receptor protein 2
39264at40674	Duplicated	TRINITY_DN6693_c0_g1_i5:329-2737	1285.4	677	https://www.orthodb.org/v10?query=39264at40674	transferrin receptor protein 2
39264at40674	Duplicated	TRINITY_DN6693_c0_g1_i6:329-2737	1285.4	677	https://www.orthodb.org/v10?query=39264at40674	transferrin receptor protein 2
39264at40674	Duplicated	TRINITY_DN6693_c0_g1_i7:341-2749	1285.4	677	https://www.orthodb.org/v10?query=39264at40674	transferrin receptor protein 2
39264at40674	Duplicated	TRINITY_DN6693_c0_g1_i8:341-2749	1285.4	677	https://www.orthodb.org/v10?query=39264at40674	transferrin receptor protein 2
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i14:365-2524	1437.8	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i17:365-2648	1431.4	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i19:488-2689	1437.7	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i1:488-2689	1437.7	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i22:488-2689	1437.7	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i24:365-2648	1431.4	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i31:365-2524	1437.8	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i39:365-2524	1437.8	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i43:365-2524	1437.8	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i44:365-2524	1437.8	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i46:365-2524	1437.8	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39286at40674	Duplicated	TRINITY_DN1438_c0_g1_i8:488-2689	1437.7	639	https://www.orthodb.org/v10?query=39286at40674	Zinc finger RANBP2-type containing 1
39296at40674	Duplicated	TRINITY_DN6046_c0_g4_i1:822-3431	1545.5	733	https://www.orthodb.org/v10?query=39296at40674	Chloride voltage-gated channel 6
39296at40674	Duplicated	TRINITY_DN6046_c0_g4_i3:2583-5192	1545.5	733	https://www.orthodb.org/v10?query=39296at40674	Chloride voltage-gated channel 6
39324at40674	Fragmented	TRINITY_DN12653_c0_g2_i2:329-1246	704.4	294	https://www.orthodb.org/v10?query=39324at40674	endothelin-converting enzyme-like 1
39352at40674	Complete	TRINITY_DN8073_c0_g1_i1:210-2492	1410.9	667	https://www.orthodb.org/v10?query=39352at40674	Fibroblast activation protein alpha
39374at40674	Duplicated	TRINITY_DN3010_c0_g1_i24:4130-6697	1401.9	729	https://www.orthodb.org/v10?query=39374at40674	Phosphatase domain containing, paladin 1
39374at40674	Duplicated	TRINITY_DN3010_c0_g1_i26:4130-6697	1401.9	729	https://www.orthodb.org/v10?query=39374at40674	Phosphatase domain containing, paladin 1
39374at40674	Duplicated	TRINITY_DN3010_c0_g1_i31:3918-6485	1401.9	729	https://www.orthodb.org/v10?query=39374at40674	Phosphatase domain containing, paladin 1
39374at40674	Duplicated	TRINITY_DN3010_c0_g1_i8:4094-6661	1401.9	729	https://www.orthodb.org/v10?query=39374at40674	Phosphatase domain containing, paladin 1
39374at40674	Duplicated	TRINITY_DN3010_c0_g1_i9:4094-6661	1401.9	729	https://www.orthodb.org/v10?query=39374at40674	Phosphatase domain containing, paladin 1
39381at40674	Complete	TRINITY_DN4644_c1_g1_i1:194-2659	1214.4	710	https://www.orthodb.org/v10?query=39381at40674	BRCA1-associated ATM activator 1
39394at40674	Duplicated	TRINITY_DN2221_c0_g1_i1:137-2956	1556.6	843	https://www.orthodb.org/v10?query=39394at40674	Importin 4
39394at40674	Duplicated	TRINITY_DN2221_c0_g1_i2:137-3449	1772.7	972	https://www.orthodb.org/v10?query=39394at40674	Importin 4
39394at40674	Duplicated	TRINITY_DN2221_c0_g1_i3:137-3373	1772.7	972	https://www.orthodb.org/v10?query=39394at40674	Importin 4
39395at40674	Missing
39429at40674	Complete	TRINITY_DN10112_c0_g2_i1:327-2636	1468.3	703	https://www.orthodb.org/v10?query=39429at40674	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
39436at40674	Duplicated	TRINITY_DN6091_c0_g1_i1:448-2304	1260.6	571	https://www.orthodb.org/v10?query=39436at40674	prolyl endopeptidase
39436at40674	Duplicated	TRINITY_DN6091_c0_g1_i2:205-2214	1391.4	622	https://www.orthodb.org/v10?query=39436at40674	prolyl endopeptidase
39436at40674	Duplicated	TRINITY_DN6091_c0_g1_i3:198-2327	1444.9	646	https://www.orthodb.org/v10?query=39436at40674	prolyl endopeptidase
39455at40674	Complete	TRINITY_DN2330_c0_g1_i1:94-2829	1783.2	824	https://www.orthodb.org/v10?query=39455at40674	Eukaryotic translation initiation factor 3 subunit C
39502at40674	Duplicated	TRINITY_DN9567_c0_g1_i1:748-3255	1615.9	714	https://www.orthodb.org/v10?query=39502at40674	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
39502at40674	Duplicated	TRINITY_DN9567_c0_g1_i2:748-3513	1644.0	781	https://www.orthodb.org/v10?query=39502at40674	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
39523at40674	Duplicated	TRINITY_DN9540_c0_g2_i1:830-3190	1465.8	678	https://www.orthodb.org/v10?query=39523at40674	protein HID1
39523at40674	Duplicated	TRINITY_DN9540_c0_g2_i2:829-3189	1465.8	678	https://www.orthodb.org/v10?query=39523at40674	protein HID1
39544at40674	Duplicated	TRINITY_DN700_c0_g1_i2:753-3182	1559.6	716	https://www.orthodb.org/v10?query=39544at40674	periostin isoform X1
39544at40674	Duplicated	TRINITY_DN700_c0_g1_i3:753-3101	1529.0	705	https://www.orthodb.org/v10?query=39544at40674	periostin isoform X1
39607at40674	Missing
39651at40674	Duplicated	TRINITY_DN9216_c0_g1_i1:195-2936	1365.0	756	https://www.orthodb.org/v10?query=39651at40674	Solute carrier family 12 member 9
39651at40674	Duplicated	TRINITY_DN9216_c0_g1_i2:302-3043	1365.0	756	https://www.orthodb.org/v10?query=39651at40674	Solute carrier family 12 member 9
39695at40674	Missing
39703at40674	Fragmented	TRINITY_DN4847_c0_g1_i2:0-1919	1067.6	548	https://www.orthodb.org/v10?query=39703at40674	mitogen-activated protein kinase kinase kinase 14
39709at40674	Duplicated	TRINITY_DN10837_c0_g1_i1:107-2680	1406.7	729	https://www.orthodb.org/v10?query=39709at40674	Phosphatidylinositol glycan anchor biosynthesis class G
39709at40674	Duplicated	TRINITY_DN10837_c0_g1_i2:107-3058	1636.3	844	https://www.orthodb.org/v10?query=39709at40674	Phosphatidylinositol glycan anchor biosynthesis class G
39734at40674	Missing
39764at40674	Complete	TRINITY_DN6171_c0_g1_i1:591-2939	1194.8	649	https://www.orthodb.org/v10?query=39764at40674	Ubiquitin specific peptidase 1
39796at40674	Duplicated	TRINITY_DN2993_c0_g2_i1:79-2376	1340.0	628	https://www.orthodb.org/v10?query=39796at40674	AMP deaminase
39796at40674	Duplicated	TRINITY_DN2993_c0_g2_i2:79-2388	1339.9	628	https://www.orthodb.org/v10?query=39796at40674	AMP deaminase
39834at40674	Missing
39845at40674	Complete	TRINITY_DN2291_c1_g1_i1:1269-6326	2002.5	1163	https://www.orthodb.org/v10?query=39845at40674	alpha-protein kinase 3
39898at40674	Complete	TRINITY_DN17253_c0_g1_i1:310-2559	1289.4	622	https://www.orthodb.org/v10?query=39898at40674	Small G protein signaling modulator 3
39906at40674	Missing
39910at40674	Duplicated	TRINITY_DN3464_c0_g1_i3:339-2822	1507.3	704	https://www.orthodb.org/v10?query=39910at40674	hypoxia inducible factor 1 alpha subunit 
39910at40674	Duplicated	TRINITY_DN3464_c0_g1_i4:339-2822	1507.3	704	https://www.orthodb.org/v10?query=39910at40674	hypoxia inducible factor 1 alpha subunit 
39913at40674	Complete	TRINITY_DN15394_c0_g1_i1:71-2404	1251.0	661	https://www.orthodb.org/v10?query=39913at40674	Zw10 kinetochore protein
39922at40674	Complete	TRINITY_DN13887_c0_g1_i1:158-2683	1498.4	738	https://www.orthodb.org/v10?query=39922at40674	ATP binding cassette subfamily B member 6 (Langereis blood group)
39927at40674	Missing
39941at40674	Missing
39983at40674	Complete	TRINITY_DN2366_c2_g1_i1:71-2302	1418.6	651	https://www.orthodb.org/v10?query=39983at40674	Conserved helix-loop-helix ubiquitous kinase
40032at40674	Complete	TRINITY_DN1931_c0_g2_i1:185-2971	1604.9	833	https://www.orthodb.org/v10?query=40032at40674	ATP-dependent RNA helicase DDX42
40058at40674	Complete	TRINITY_DN6254_c0_g2_i1:194-2323	1232.2	597	https://www.orthodb.org/v10?query=40058at40674	Integrator complex subunit 10
40108at40674	Duplicated	TRINITY_DN3039_c0_g1_i1:1-3213	1356.5	792	https://www.orthodb.org/v10?query=40108at40674	SURP and G-patch domain containing 2 
40108at40674	Duplicated	TRINITY_DN3039_c0_g1_i3:1978-5283	1356.2	792	https://www.orthodb.org/v10?query=40108at40674	SURP and G-patch domain containing 2 
40108at40674	Duplicated	TRINITY_DN3039_c0_g1_i4:1-3213	1356.5	792	https://www.orthodb.org/v10?query=40108at40674	SURP and G-patch domain containing 2 
40112at40674	Duplicated	TRINITY_DN5651_c1_g1_i1:173-3463	1857.5	942	https://www.orthodb.org/v10?query=40112at40674	structural maintenance of chromosomes protein 6
40112at40674	Duplicated	TRINITY_DN5651_c1_g1_i2:395-3685	1857.5	942	https://www.orthodb.org/v10?query=40112at40674	structural maintenance of chromosomes protein 6
40114at40674	Missing
40123at40674	Complete	TRINITY_DN5068_c0_g1_i5:460-2670	1477.2	664	https://www.orthodb.org/v10?query=40123at40674	KRIT1, ankyrin repeat containing
40131at40674	Duplicated	TRINITY_DN2592_c3_g1_i3:45-2915	2078.4	919	https://www.orthodb.org/v10?query=40131at40674	U2 snRNP associated SURP domain containing
40131at40674	Duplicated	TRINITY_DN2592_c3_g1_i4:6-2960	2082.8	938	https://www.orthodb.org/v10?query=40131at40674	U2 snRNP associated SURP domain containing
40131at40674	Duplicated	TRINITY_DN2592_c3_g1_i5:6-3089	2116.5	953	https://www.orthodb.org/v10?query=40131at40674	U2 snRNP associated SURP domain containing
40144at40674	Complete	TRINITY_DN1720_c2_g1_i1:5442-7823	1723.4	758	https://www.orthodb.org/v10?query=40144at40674	Zinc finger protein 148
40146at40674	Duplicated	TRINITY_DN2219_c0_g1_i1:1138-3372	1434.3	644	https://www.orthodb.org/v10?query=40146at40674	cullin-2
40146at40674	Duplicated	TRINITY_DN2219_c0_g1_i2:1138-3372	1434.3	644	https://www.orthodb.org/v10?query=40146at40674	cullin-2
40146at40674	Duplicated	TRINITY_DN2219_c0_g2_i1:210-2444	1434.3	644	https://www.orthodb.org/v10?query=40146at40674	cullin-2
40146at40674	Duplicated	TRINITY_DN2219_c0_g2_i2:184-2418	1434.3	644	https://www.orthodb.org/v10?query=40146at40674	cullin-2
40213at40674	Duplicated	TRINITY_DN33_c0_g1_i2:2250-4709	1494.1	694	https://www.orthodb.org/v10?query=40213at40674	Protein phosphatase 4 regulatory subunit 3B
40213at40674	Duplicated	TRINITY_DN33_c0_g1_i4:2250-4688	1462.5	694	https://www.orthodb.org/v10?query=40213at40674	Protein phosphatase 4 regulatory subunit 3B
40247at40674	Complete	TRINITY_DN1064_c1_g1_i1:2157-3926	1084.0	502	https://www.orthodb.org/v10?query=40247at40674	Pleckstrin homology domain containing M3
40282at40674	Complete	TRINITY_DN5835_c1_g2_i1:533-2692	1275.7	620	https://www.orthodb.org/v10?query=40282at40674	Peptidase domain containing associated with muscle regeneration 1
40342at40674	Duplicated	TRINITY_DN2933_c0_g1_i1:50-2447	1490.3	710	https://www.orthodb.org/v10?query=40342at40674	Glutaminyl-tRNA synthetase
40342at40674	Duplicated	TRINITY_DN2933_c0_g1_i3:50-2374	1492.4	710	https://www.orthodb.org/v10?query=40342at40674	Glutaminyl-tRNA synthetase
40345at40674	Missing
40350at40674	Complete	TRINITY_DN2426_c3_g1_i1:217-2901	1511.7	767	https://www.orthodb.org/v10?query=40350at40674	echinoderm microtubule-associated protein-like 3 isoform X1
40373at40674	Complete	TRINITY_DN8221_c1_g1_i1:102-2597	1596.1	744	https://www.orthodb.org/v10?query=40373at40674	VPS53, GARP complex subunit
40412at40674	Duplicated	TRINITY_DN3789_c0_g2_i1:1704-3791	1045.3	594	https://www.orthodb.org/v10?query=40412at40674	Mannan binding lectin serine peptidase 1
40412at40674	Duplicated	TRINITY_DN3789_c0_g2_i3:1491-3674	1191.5	598	https://www.orthodb.org/v10?query=40412at40674	Mannan binding lectin serine peptidase 1
40423at40674	Missing
40451at40674	Complete	TRINITY_DN2582_c0_g1_i1:301-2697	1481.2	685	https://www.orthodb.org/v10?query=40451at40674	Integrin beta
40459at40674	Missing
40461at40674	Complete	TRINITY_DN9457_c0_g3_i2:896-3358	1427.3	702	https://www.orthodb.org/v10?query=40461at40674	semaphorin-4B
40463at40674	Missing
40468at40674	Missing
40495at40674	Missing
40501at40674	Complete	TRINITY_DN11299_c0_g1_i1:408-2525	1205.8	601	https://www.orthodb.org/v10?query=40501at40674	Glutamine-dependent NAD(+) synthetase
40575at40674	Complete	TRINITY_DN1454_c4_g1_i1:2157-4403	1490.7	664	https://www.orthodb.org/v10?query=40575at40674	disintegrin and metalloproteinase domain-containing protein 10
40578at40674	Duplicated	TRINITY_DN3348_c0_g1_i1:2416-4536	764.8	620	https://www.orthodb.org/v10?query=40578at40674	ADAM metallopeptidase domain 23
40578at40674	Duplicated	TRINITY_DN3348_c0_g1_i2:2416-4725	787.2	669	https://www.orthodb.org/v10?query=40578at40674	ADAM metallopeptidase domain 23
40578at40674	Duplicated	TRINITY_DN3348_c0_g1_i4:2416-4536	764.8	620	https://www.orthodb.org/v10?query=40578at40674	ADAM metallopeptidase domain 23
40606at40674	Missing
40611at40674	Complete	TRINITY_DN3820_c0_g1_i1:3169-5334	1264.3	605	https://www.orthodb.org/v10?query=40611at40674	host cell factor 2
40612at40674	Duplicated	TRINITY_DN1021_c1_g1_i1:232-3501	1718.4	910	https://www.orthodb.org/v10?query=40612at40674	ELM2 and Myb/SANT domain containing 1
40612at40674	Duplicated	TRINITY_DN1021_c1_g1_i2:583-3771	1703.5	911	https://www.orthodb.org/v10?query=40612at40674	ELM2 and Myb/SANT domain containing 1
40612at40674	Duplicated	TRINITY_DN1021_c1_g1_i3:337-3525	1703.5	911	https://www.orthodb.org/v10?query=40612at40674	ELM2 and Myb/SANT domain containing 1
40613at40674	Complete	TRINITY_DN4968_c0_g1_i1:558-3530	1435.2	769	https://www.orthodb.org/v10?query=40613at40674	DNA-binding protein SMUBP-2
40626at40674	Complete	TRINITY_DN934_c1_g1_i5:380-3280	1543.2	831	https://www.orthodb.org/v10?query=40626at40674	Aminopeptidase
40658at40674	Duplicated	TRINITY_DN5585_c0_g1_i1:2350-4572	1339.5	648	https://www.orthodb.org/v10?query=40658at40674	myotubularin-related protein 10
40658at40674	Duplicated	TRINITY_DN5585_c0_g1_i3:860-3169	1340.5	649	https://www.orthodb.org/v10?query=40658at40674	myotubularin-related protein 10
40766at40674	Duplicated	TRINITY_DN8929_c0_g1_i1:1248-4013	1441.3	721	https://www.orthodb.org/v10?query=40766at40674	Centrosomal protein 104
40766at40674	Duplicated	TRINITY_DN8929_c0_g1_i2:1248-3998	1441.1	721	https://www.orthodb.org/v10?query=40766at40674	Centrosomal protein 104
40766at40674	Duplicated	TRINITY_DN8929_c0_g1_i3:1248-4013	1441.3	721	https://www.orthodb.org/v10?query=40766at40674	Centrosomal protein 104
40766at40674	Duplicated	TRINITY_DN8929_c0_g1_i4:1248-3998	1441.1	721	https://www.orthodb.org/v10?query=40766at40674	Centrosomal protein 104
40824at40674	Complete	TRINITY_DN1960_c1_g1_i2:412-2706	1168.9	634	https://www.orthodb.org/v10?query=40824at40674	FAST kinase domain-containing protein 5, mitochondrial
40842at40674	Duplicated	TRINITY_DN8250_c0_g1_i1:41-2215	1538.5	665	https://www.orthodb.org/v10?query=40842at40674	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
40842at40674	Duplicated	TRINITY_DN8250_c0_g1_i4:41-2322	1522.3	665	https://www.orthodb.org/v10?query=40842at40674	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
40854at40674	Complete	TRINITY_DN841_c3_g1_i1:2023-4389	1763.9	753	https://www.orthodb.org/v10?query=40854at40674	cleavage and polyadenylation specificity factor subunit 2
40911at40674	Duplicated	TRINITY_DN8224_c0_g1_i1:2970-5522	1623.0	751	https://www.orthodb.org/v10?query=40911at40674	Cell division cycle 27
40911at40674	Duplicated	TRINITY_DN8224_c0_g1_i2:2970-5444	1623.0	751	https://www.orthodb.org/v10?query=40911at40674	Cell division cycle 27
40927at40674	Duplicated	TRINITY_DN3458_c0_g1_i1:902-3448	1339.8	694	https://www.orthodb.org/v10?query=40927at40674	sphingomyelin phosphodiesterase 4 isoform X1
40927at40674	Duplicated	TRINITY_DN3458_c0_g1_i3:902-3361	1244.1	664	https://www.orthodb.org/v10?query=40927at40674	sphingomyelin phosphodiesterase 4 isoform X1
40943at40674	Complete	TRINITY_DN16923_c0_g1_i1:483-2981	1198.9	721	https://www.orthodb.org/v10?query=40943at40674	FAST kinase domains 1
40949at40674	Complete	TRINITY_DN6098_c5_g1_i1:38-2479	1173.6	652	https://www.orthodb.org/v10?query=40949at40674	ubiquitin carboxyl-terminal hydrolase 45 isoform X1
40953at40674	Missing
40954at40674	Duplicated	TRINITY_DN5054_c0_g1_i1:280-3207	1651.7	832	https://www.orthodb.org/v10?query=40954at40674	Family with sequence similarity 160 member A2
40954at40674	Duplicated	TRINITY_DN5054_c0_g1_i4:280-3249	1624.2	833	https://www.orthodb.org/v10?query=40954at40674	Family with sequence similarity 160 member A2
40958at40674	Missing
41001at40674	Missing
41033at40674	Missing
41042at40674	Complete	TRINITY_DN16924_c0_g1_i2:3578-6556	1446.3	792	https://www.orthodb.org/v10?query=41042at40674	Sorting nexin 19
41118at40674	Complete	TRINITY_DN4571_c0_g1_i2:1936-4539	1509.7	718	https://www.orthodb.org/v10?query=41118at40674	G protein-coupled receptor 155
41122at40674	Duplicated	TRINITY_DN3762_c0_g1_i2:4463-6814	1547.3	714	https://www.orthodb.org/v10?query=41122at40674	conserved oligomeric Golgi complex subunit 4
41122at40674	Duplicated	TRINITY_DN3762_c0_g1_i3:4475-6826	1547.3	714	https://www.orthodb.org/v10?query=41122at40674	conserved oligomeric Golgi complex subunit 4
41122at40674	Duplicated	TRINITY_DN3762_c0_g1_i6:302-2392	1363.7	634	https://www.orthodb.org/v10?query=41122at40674	conserved oligomeric Golgi complex subunit 4
41132at40674	Duplicated	TRINITY_DN4613_c0_g2_i1:863-3817	1429.7	726	https://www.orthodb.org/v10?query=41132at40674	sorting nexin-25 isoform X1
41132at40674	Duplicated	TRINITY_DN4613_c0_g2_i2:863-3982	1419.3	720	https://www.orthodb.org/v10?query=41132at40674	sorting nexin-25 isoform X1
41136at40674	Complete	TRINITY_DN7446_c0_g1_i1:334-2949	1307.5	707	https://www.orthodb.org/v10?query=41136at40674	ATP-dependent RNA helicase DDX54
41141at40674	Missing
41142at40674	Missing
41144at40674	Missing
41161at40674	Duplicated	TRINITY_DN104_c0_g1_i15:292-2814	1312.8	693	https://www.orthodb.org/v10?query=41161at40674	Glycosylphosphatidylinositol specific phospholipase D1
41161at40674	Duplicated	TRINITY_DN104_c0_g1_i5:292-2814	1312.8	693	https://www.orthodb.org/v10?query=41161at40674	Glycosylphosphatidylinositol specific phospholipase D1
41166at40674	Complete	TRINITY_DN845_c0_g2_i1:1486-4728	1555.3	914	https://www.orthodb.org/v10?query=41166at40674	Synaptopodin 2
41196at40674	Complete	TRINITY_DN11186_c1_g1_i1:139-2487	1318.2	681	https://www.orthodb.org/v10?query=41196at40674	Tax1 binding protein 1
41201at40674	Missing
41227at40674	Complete	TRINITY_DN17163_c0_g1_i2:353-2554	1178.5	560	https://www.orthodb.org/v10?query=41227at40674	DNA replication licensing factor MCM5
41258at40674	Missing
41289at40674	Missing
41342at40674	Duplicated	TRINITY_DN5189_c0_g1_i1:534-2885	1216.2	599	https://www.orthodb.org/v10?query=41342at40674	exostosin-2
41342at40674	Duplicated	TRINITY_DN5189_c0_g1_i2:534-2995	1216.4	599	https://www.orthodb.org/v10?query=41342at40674	exostosin-2
41353at40674	Complete	TRINITY_DN1938_c0_g2_i1:712-3606	1666.5	895	https://www.orthodb.org/v10?query=41353at40674	Squamous cell carcinoma antigen recognized by T cells 3
41427at40674	Complete	TRINITY_DN1972_c0_g1_i1:32-2624	1289.0	615	https://www.orthodb.org/v10?query=41427at40674	hedgehog-interacting protein
41433at40674	Missing
41450at40674	Missing
41455at40674	Missing
41509at40674	Missing
41531at40674	Duplicated	TRINITY_DN5209_c1_g3_i1:1490-4429	1583.7	850	https://www.orthodb.org/v10?query=41531at40674	E3 ubiquitin-protein ligase Arkadia isoform X1
41531at40674	Duplicated	TRINITY_DN5209_c1_g3_i4:1490-4453	1571.7	850	https://www.orthodb.org/v10?query=41531at40674	E3 ubiquitin-protein ligase Arkadia isoform X1
41534at40674	Fragmented	TRINITY_DN7438_c0_g3_i1:267-1610	741.1	373	https://www.orthodb.org/v10?query=41534at40674	RUN and SH3 domain containing 1 
41548at40674	Missing
41554at40674	Missing
41586at40674	Duplicated	TRINITY_DN6270_c0_g1_i11:120-2578	1265.4	608	https://www.orthodb.org/v10?query=41586at40674	Cell cycle and apoptosis regulator 2
41586at40674	Duplicated	TRINITY_DN6270_c0_g1_i13:751-3850	1332.7	673	https://www.orthodb.org/v10?query=41586at40674	Cell cycle and apoptosis regulator 2
41586at40674	Duplicated	TRINITY_DN6270_c0_g1_i2:751-3758	1332.7	673	https://www.orthodb.org/v10?query=41586at40674	Cell cycle and apoptosis regulator 2
41618at40674	Duplicated	TRINITY_DN2891_c0_g1_i2:751-3528	1384.2	715	https://www.orthodb.org/v10?query=41618at40674	MORC family CW-type zinc finger 4 
41618at40674	Duplicated	TRINITY_DN2891_c0_g1_i4:751-3838	1376.3	715	https://www.orthodb.org/v10?query=41618at40674	MORC family CW-type zinc finger 4 
41629at40674	Duplicated	TRINITY_DN1030_c0_g1_i10:2632-4653	1367.6	633	https://www.orthodb.org/v10?query=41629at40674	Acyl-CoA synthetase long chain family member 4
41629at40674	Duplicated	TRINITY_DN1030_c0_g1_i10:5052-7070	1365.9	634	https://www.orthodb.org/v10?query=41629at40674	Acyl-CoA synthetase long chain family member 4
41629at40674	Duplicated	TRINITY_DN1030_c0_g1_i4:2632-4653	1367.6	633	https://www.orthodb.org/v10?query=41629at40674	Acyl-CoA synthetase long chain family member 4
41629at40674	Duplicated	TRINITY_DN1030_c0_g1_i4:5040-7364	1366.8	633	https://www.orthodb.org/v10?query=41629at40674	Acyl-CoA synthetase long chain family member 4
41629at40674	Duplicated	TRINITY_DN1030_c0_g1_i7:2632-4956	1366.8	633	https://www.orthodb.org/v10?query=41629at40674	Acyl-CoA synthetase long chain family member 4
41629at40674	Duplicated	TRINITY_DN1030_c0_g1_i7:5331-7655	1366.8	633	https://www.orthodb.org/v10?query=41629at40674	Acyl-CoA synthetase long chain family member 4
