# BUSCO version is: 5.4.2 
# The lineage dataset is: mammalia_odb10 (Creation date: 2021-02-19, number of genomes: 24, number of BUSCOs: 9226)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
100at40674	Missing
56041at40674	Duplicated	TRINITY_DN39074_c0_g1_i7:3226-5352	1049.8	579	https://www.orthodb.org/v10?query=56041at40674	ras and EF-hand domain-containing protein
56041at40674	Duplicated	TRINITY_DN39074_c0_g1_i8:3225-4994	932.5	496	https://www.orthodb.org/v10?query=56041at40674	ras and EF-hand domain-containing protein
56048at40674	Complete	TRINITY_DN34786_c3_g1_i2:52-2151	1039.0	567	https://www.orthodb.org/v10?query=56048at40674	Pseudouridylate synthase 7 like
56054at40674	Duplicated	TRINITY_DN37882_c3_g1_i1:106-2874	1183.1	694	https://www.orthodb.org/v10?query=56054at40674	Exonuclease 1
56054at40674	Duplicated	TRINITY_DN37882_c3_g1_i2:106-2901	1220.8	695	https://www.orthodb.org/v10?query=56054at40674	Exonuclease 1
56074at40674	Duplicated	TRINITY_DN36810_c0_g1_i1:1859-3709	1063.1	553	https://www.orthodb.org/v10?query=56074at40674	myotubularin-related protein 6
56074at40674	Duplicated	TRINITY_DN36810_c0_g1_i2:1859-3823	1045.4	557	https://www.orthodb.org/v10?query=56074at40674	myotubularin-related protein 6
56089at40674	Complete	TRINITY_DN30645_c0_g1_i1:339-2099	1069.9	489	https://www.orthodb.org/v10?query=56089at40674	5-aminolevulinate synthase
56104at40674	Duplicated	TRINITY_DN36139_c0_g1_i1:630-2471	1123.7	509	https://www.orthodb.org/v10?query=56104at40674	tyrosine-protein phosphatase non-receptor type 9
56104at40674	Duplicated	TRINITY_DN36139_c0_g1_i2:538-2379	1123.7	509	https://www.orthodb.org/v10?query=56104at40674	tyrosine-protein phosphatase non-receptor type 9
56157at40674	Missing
56226at40674	Complete	TRINITY_DN33743_c1_g1_i1:1557-3503	1119.0	513	https://www.orthodb.org/v10?query=56226at40674	AVL9 cell migration associated
56237at40674	Complete	TRINITY_DN32774_c0_g1_i1:1778-3778	1141.1	527	https://www.orthodb.org/v10?query=56237at40674	Ring finger protein 139
56256at40674	Complete	TRINITY_DN36255_c1_g1_i1:156-2078	1265.2	580	https://www.orthodb.org/v10?query=56256at40674	5-aminolevulinate synthase
56280at40674	Duplicated	TRINITY_DN39220_c6_g2_i1:90-2072	1020.6	557	https://www.orthodb.org/v10?query=56280at40674	Neural precursor cell expressed, developmentally down-regulated 1
56280at40674	Duplicated	TRINITY_DN39220_c6_g2_i2:90-2072	1020.6	557	https://www.orthodb.org/v10?query=56280at40674	Neural precursor cell expressed, developmentally down-regulated 1
56280at40674	Duplicated	TRINITY_DN39220_c6_g2_i3:90-2072	1020.6	557	https://www.orthodb.org/v10?query=56280at40674	Neural precursor cell expressed, developmentally down-regulated 1
56287at40674	Missing
56361at40674	Complete	TRINITY_DN28390_c0_g1_i1:479-2362	1033.9	537	https://www.orthodb.org/v10?query=56361at40674	cyclin-T1
56375at40674	Duplicated	TRINITY_DN32147_c0_g1_i1:441-2353	1344.0	564	https://www.orthodb.org/v10?query=56375at40674	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
56375at40674	Duplicated	TRINITY_DN38183_c2_g1_i1:4652-6409	1176.8	561	https://www.orthodb.org/v10?query=56375at40674	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
56375at40674	Duplicated	TRINITY_DN38183_c2_g1_i2:4748-6505	1176.8	561	https://www.orthodb.org/v10?query=56375at40674	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
56375at40674	Duplicated	TRINITY_DN38183_c2_g1_i3:5633-7390	1176.8	561	https://www.orthodb.org/v10?query=56375at40674	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
56375at40674	Duplicated	TRINITY_DN38183_c2_g1_i5:4728-6485	1176.8	561	https://www.orthodb.org/v10?query=56375at40674	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
56375at40674	Duplicated	TRINITY_DN38183_c2_g1_i7:4672-6429	1176.8	561	https://www.orthodb.org/v10?query=56375at40674	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
56375at40674	Duplicated	TRINITY_DN38183_c2_g1_i8:5709-7466	1176.8	561	https://www.orthodb.org/v10?query=56375at40674	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
56375at40674	Duplicated	TRINITY_DN38183_c2_g2_i1:2540-4303	1176.8	561	https://www.orthodb.org/v10?query=56375at40674	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
56378at40674	Duplicated	TRINITY_DN38668_c0_g1_i1:6611-11626	2650.0	1535	https://www.orthodb.org/v10?query=56378at40674	collagen alpha-1(IV) chain
56378at40674	Duplicated	TRINITY_DN38668_c0_g1_i2:6586-11601	2650.0	1535	https://www.orthodb.org/v10?query=56378at40674	collagen alpha-1(IV) chain
56386at40674	Missing
56388at40674	Complete	TRINITY_DN31983_c0_g2_i2:1-1743	1090.5	511	https://www.orthodb.org/v10?query=56388at40674	F-box/LRR-repeat protein 4
56396at40674	Complete	TRINITY_DN39270_c2_g1_i1:4260-6575	1393.8	657	https://www.orthodb.org/v10?query=56396at40674	Discoidin, CUB and LCCL domain containing 2
56483at40674	Duplicated	TRINITY_DN37679_c4_g1_i1:1286-3307	1182.6	567	https://www.orthodb.org/v10?query=56483at40674	leucine-rich repeat transmembrane protein FLRT1
56483at40674	Duplicated	TRINITY_DN37679_c4_g1_i2:1064-3085	1182.6	567	https://www.orthodb.org/v10?query=56483at40674	leucine-rich repeat transmembrane protein FLRT1
56540at40674	Missing
56543at40674	Fragmented	TRINITY_DN26218_c1_g1_i1:2-463	233.7	122	https://www.orthodb.org/v10?query=56543at40674	whirlin isoform X1
56555at40674	Fragmented	TRINITY_DN34890_c0_g1_i1:333-1514	671.9	324	https://www.orthodb.org/v10?query=56555at40674	Family with sequence similarity 120B
56562at40674	Complete	TRINITY_DN36511_c1_g1_i1:137-3337	1348.1	779	https://www.orthodb.org/v10?query=56562at40674	Elastin microfibril interfacer 2
56592at40674	Duplicated	TRINITY_DN34748_c0_g1_i1:890-2947	1216.8	575	https://www.orthodb.org/v10?query=56592at40674	band 4.1-like protein 4A
56592at40674	Duplicated	TRINITY_DN34748_c0_g1_i2:876-2933	1216.8	575	https://www.orthodb.org/v10?query=56592at40674	band 4.1-like protein 4A
56689at40674	Duplicated	TRINITY_DN33908_c0_g1_i1:549-3647	1690.2	801	https://www.orthodb.org/v10?query=56689at40674	pre-mRNA-processing factor 40 homolog A isoform X1
56689at40674	Duplicated	TRINITY_DN33908_c0_g1_i2:549-3509	1724.6	799	https://www.orthodb.org/v10?query=56689at40674	pre-mRNA-processing factor 40 homolog A isoform X1
56736at40674	Complete	TRINITY_DN32475_c0_g2_i1:215-2143	1086.1	587	https://www.orthodb.org/v10?query=56736at40674	maternal embryonic leucine zipper kinase isoform X1
56744at40674	Missing
56752at40674	Complete	TRINITY_DN29902_c0_g1_i1:88-2790	1258.6	708	https://www.orthodb.org/v10?query=56752at40674	zinc finger protein 598
56754at40674	Duplicated	TRINITY_DN38318_c5_g1_i3:3677-5632	979.1	577	https://www.orthodb.org/v10?query=56754at40674	Rho GTPase activating protein 9
56754at40674	Duplicated	TRINITY_DN38318_c5_g1_i5:3701-5656	979.1	577	https://www.orthodb.org/v10?query=56754at40674	Rho GTPase activating protein 9
56770at40674	Fragmented	TRINITY_DN29772_c0_g1_i1:2-1033	545.4	289	https://www.orthodb.org/v10?query=56770at40674	sterile alpha and TIR motif-containing protein 1
56772at40674	Missing
56774at40674	Duplicated	TRINITY_DN38227_c10_g1_i1:299-2434	1073.4	633	https://www.orthodb.org/v10?query=56774at40674	GC-rich sequence DNA-binding factor 2 isoform X1
56774at40674	Duplicated	TRINITY_DN38227_c10_g1_i2:299-2713	1060.5	633	https://www.orthodb.org/v10?query=56774at40674	GC-rich sequence DNA-binding factor 2 isoform X1
56774at40674	Duplicated	TRINITY_DN38227_c10_g1_i3:316-2730	1060.5	633	https://www.orthodb.org/v10?query=56774at40674	GC-rich sequence DNA-binding factor 2 isoform X1
56774at40674	Duplicated	TRINITY_DN38227_c10_g1_i4:316-3720	1060.5	633	https://www.orthodb.org/v10?query=56774at40674	GC-rich sequence DNA-binding factor 2 isoform X1
56774at40674	Duplicated	TRINITY_DN38227_c10_g1_i5:316-3441	1073.4	633	https://www.orthodb.org/v10?query=56774at40674	GC-rich sequence DNA-binding factor 2 isoform X1
56774at40674	Duplicated	TRINITY_DN38227_c10_g1_i6:316-2451	1073.4	633	https://www.orthodb.org/v10?query=56774at40674	GC-rich sequence DNA-binding factor 2 isoform X1
56774at40674	Duplicated	TRINITY_DN38227_c10_g1_i7:299-3703	1060.5	633	https://www.orthodb.org/v10?query=56774at40674	GC-rich sequence DNA-binding factor 2 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i11:564-2966	1329.3	670	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i12:398-2866	1398.2	671	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i13:526-2994	1398.2	671	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i14:398-2866	1398.2	671	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i15:351-2753	1329.3	670	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i16:398-2800	1329.3	670	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i1:313-2781	1398.2	671	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i2:313-2715	1329.3	670	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i3:351-2819	1398.2	671	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i4:526-2994	1398.2	671	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i5:313-2781	1398.2	671	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i6:564-3032	1398.2	671	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i8:313-2715	1329.3	670	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56782at40674	Duplicated	TRINITY_DN38482_c3_g1_i9:526-2928	1329.3	670	https://www.orthodb.org/v10?query=56782at40674	TBC1 domain family member 5 isoform X1
56785at40674	Complete	TRINITY_DN34680_c0_g1_i3:190-2835	1192.3	690	https://www.orthodb.org/v10?query=56785at40674	X-ray radiation resistance associated 1 
56848at40674	Duplicated	TRINITY_DN39178_c5_g1_i3:6452-8251	1419.7	588	https://www.orthodb.org/v10?query=56848at40674	kelch-like protein 24
56848at40674	Duplicated	TRINITY_DN39178_c5_g1_i4:6450-8249	1419.7	588	https://www.orthodb.org/v10?query=56848at40674	kelch-like protein 24
56848at40674	Duplicated	TRINITY_DN39178_c5_g1_i5:6455-8254	1419.7	588	https://www.orthodb.org/v10?query=56848at40674	kelch-like protein 24
56848at40674	Duplicated	TRINITY_DN39178_c5_g1_i6:6455-8254	1419.7	588	https://www.orthodb.org/v10?query=56848at40674	kelch-like protein 24
56875at40674	Complete	TRINITY_DN32640_c0_g1_i1:231-2315	1159.3	559	https://www.orthodb.org/v10?query=56875at40674	dynein intermediate chain 1, axonemal
56881at40674	Complete	TRINITY_DN26986_c0_g1_i1:44-1954	1281.2	543	https://www.orthodb.org/v10?query=56881at40674	protein SCAI
56910at40674	Complete	TRINITY_DN37158_c0_g1_i1:1848-3740	1131.9	537	https://www.orthodb.org/v10?query=56910at40674	ankyrin repeat and SOCS box protein 2
56921at40674	Complete	TRINITY_DN36743_c0_g1_i1:2771-4906	1261.3	590	https://www.orthodb.org/v10?query=56921at40674	Aryl hydrocarbon receptor nuclear translocator 2
56968at40674	Duplicated	TRINITY_DN35881_c0_g1_i1:510-2804	1204.6	648	https://www.orthodb.org/v10?query=56968at40674	disabled homolog 2 isoform X1
56968at40674	Duplicated	TRINITY_DN35881_c0_g1_i2:510-2804	1204.6	648	https://www.orthodb.org/v10?query=56968at40674	disabled homolog 2 isoform X1
56968at40674	Duplicated	TRINITY_DN35881_c0_g1_i4:510-2741	1101.2	660	https://www.orthodb.org/v10?query=56968at40674	disabled homolog 2 isoform X1
56968at40674	Duplicated	TRINITY_DN35881_c0_g1_i5:510-2741	1101.2	660	https://www.orthodb.org/v10?query=56968at40674	disabled homolog 2 isoform X1
56973at40674	Complete	TRINITY_DN36411_c4_g4_i2:127-2790	928.7	508	https://www.orthodb.org/v10?query=56973at40674	putative RNA-binding protein 15B
56991at40674	Complete	TRINITY_DN30185_c0_g1_i1:302-2248	1185.6	565	https://www.orthodb.org/v10?query=56991at40674	mediator of RNA polymerase II transcription subunit 17
56992at40674	Missing
57012at40674	Complete	TRINITY_DN38159_c0_g1_i1:410-2260	1249.9	554	https://www.orthodb.org/v10?query=57012at40674	Electron transfer flavoprotein dehydrogenase
57021at40674	Complete	TRINITY_DN35685_c0_g1_i2:123-2625	878.7	612	https://www.orthodb.org/v10?query=57021at40674	coiled-coil domain containing 191 
57023at40674	Duplicated	TRINITY_DN36535_c0_g1_i1:905-4705	1410.9	947	https://www.orthodb.org/v10?query=57023at40674	fas-binding factor 1 isoform X1
57023at40674	Duplicated	TRINITY_DN36535_c0_g1_i2:905-4375	1408.8	947	https://www.orthodb.org/v10?query=57023at40674	fas-binding factor 1 isoform X1
57023at40674	Duplicated	TRINITY_DN36535_c0_g1_i3:905-4381	1395.4	938	https://www.orthodb.org/v10?query=57023at40674	fas-binding factor 1 isoform X1
57024at40674	Fragmented	TRINITY_DN38350_c3_g2_i1:624-3197	1092.6	639	https://www.orthodb.org/v10?query=57024at40674	serine/threonine-protein kinase 11-interacting protein
57069at40674	Missing
57082at40674	Fragmented	TRINITY_DN31278_c0_g2_i1:1734-3017	906.7	400	https://www.orthodb.org/v10?query=57082at40674	transmembrane 9 superfamily member 4 isoform X1
57084at40674	Duplicated	TRINITY_DN32906_c0_g1_i1:226-2064	1150.5	554	https://www.orthodb.org/v10?query=57084at40674	Kelch like family member 36
57084at40674	Duplicated	TRINITY_DN32906_c0_g1_i2:244-2082	1150.5	554	https://www.orthodb.org/v10?query=57084at40674	Kelch like family member 36
57089at40674	Duplicated	TRINITY_DN38763_c6_g1_i2:274-2181	1086.8	518	https://www.orthodb.org/v10?query=57089at40674	Zinc finger protein 800
57089at40674	Duplicated	TRINITY_DN38763_c6_g1_i3:522-2429	1086.8	518	https://www.orthodb.org/v10?query=57089at40674	Zinc finger protein 800
57089at40674	Duplicated	TRINITY_DN38763_c6_g1_i4:253-2160	1086.8	518	https://www.orthodb.org/v10?query=57089at40674	Zinc finger protein 800
57123at40674	Missing
57140at40674	Duplicated	TRINITY_DN37428_c6_g1_i12:1339-3147	1034.9	569	https://www.orthodb.org/v10?query=57140at40674	WD repeat domain 43
57140at40674	Duplicated	TRINITY_DN37428_c6_g1_i1:1339-3372	1106.0	619	https://www.orthodb.org/v10?query=57140at40674	WD repeat domain 43
57144at40674	Complete	TRINITY_DN34995_c0_g1_i1:55-2064	1317.3	566	https://www.orthodb.org/v10?query=57144at40674	Alkylglycerone-phosphate synthase
57187at40674	Complete	TRINITY_DN32282_c0_g1_i1:127-1905	1025.4	475	https://www.orthodb.org/v10?query=57187at40674	syntaxin-binding protein 3
57256at40674	Duplicated	TRINITY_DN29454_c0_g1_i1:317-2452	1232.6	561	https://www.orthodb.org/v10?query=57256at40674	FAS-associated factor 1
57256at40674	Duplicated	TRINITY_DN29454_c0_g1_i2:317-2422	1248.5	561	https://www.orthodb.org/v10?query=57256at40674	FAS-associated factor 1
57263at40674	Missing
57296at40674	Complete	TRINITY_DN38700_c0_g1_i1:338-2239	1028.6	529	https://www.orthodb.org/v10?query=57296at40674	Kelch like family member 31
57348at40674	Duplicated	TRINITY_DN35163_c2_g1_i7:226-2256	657.9	492	https://www.orthodb.org/v10?query=57348at40674	Leucine rich repeats and IQ motif containing 3
57348at40674	Duplicated	TRINITY_DN35163_c2_g1_i8:226-2094	678.3	482	https://www.orthodb.org/v10?query=57348at40674	Leucine rich repeats and IQ motif containing 3
57362at40674	Duplicated	TRINITY_DN39002_c4_g1_i3:2047-4158	1155.5	543	https://www.orthodb.org/v10?query=57362at40674	Aspartate beta-hydroxylase
57362at40674	Duplicated	TRINITY_DN39002_c4_g1_i5:2051-4162	1155.5	543	https://www.orthodb.org/v10?query=57362at40674	Aspartate beta-hydroxylase
57379at40674	Complete	TRINITY_DN36230_c0_g1_i2:272-2354	928.8	571	https://www.orthodb.org/v10?query=57379at40674	Adhesion G protein-coupled receptor L4
57380at40674	Complete	TRINITY_DN36101_c0_g1_i1:673-2799	1226.3	605	https://www.orthodb.org/v10?query=57380at40674	Nicastrin
57389at40674	Complete	TRINITY_DN34665_c0_g1_i1:1443-4103	1272.2	717	https://www.orthodb.org/v10?query=57389at40674	Minichromosome maintenance 10 replication initiation factor
57452at40674	Complete	TRINITY_DN31807_c1_g1_i1:176-2224	1097.7	596	https://www.orthodb.org/v10?query=57452at40674	nephrocystin-1 isoform X1
57460at40674	Complete	TRINITY_DN29894_c2_g2_i1:2036-4030	1333.0	593	https://www.orthodb.org/v10?query=57460at40674	Pre-mRNA processing factor 39
57603at40674	Missing
57613at40674	Duplicated	TRINITY_DN30541_c0_g1_i1:756-3323	1464.5	716	https://www.orthodb.org/v10?query=57613at40674	phospholipase DDHD1 isoform X1
57613at40674	Duplicated	TRINITY_DN30541_c0_g1_i2:756-3407	1543.2	742	https://www.orthodb.org/v10?query=57613at40674	phospholipase DDHD1 isoform X1
57613at40674	Duplicated	TRINITY_DN30541_c0_g1_i3:756-3425	1547.2	715	https://www.orthodb.org/v10?query=57613at40674	phospholipase DDHD1 isoform X1
57613at40674	Duplicated	TRINITY_DN30541_c0_g1_i4:756-3509	1626.0	742	https://www.orthodb.org/v10?query=57613at40674	phospholipase DDHD1 isoform X1
57617at40674	Complete	TRINITY_DN34264_c0_g1_i1:164-1972	1029.4	496	https://www.orthodb.org/v10?query=57617at40674	choline dehydrogenase, mitochondrial
57647at40674	Complete	TRINITY_DN35072_c0_g2_i1:90-1877	1081.9	537	https://www.orthodb.org/v10?query=57647at40674	cyclin-F
57649at40674	Duplicated	TRINITY_DN39244_c3_g2_i1:56-2362	976.8	632	https://www.orthodb.org/v10?query=57649at40674	F-box/LRR-repeat protein 13
57649at40674	Duplicated	TRINITY_DN39244_c3_g2_i6:56-2362	976.8	632	https://www.orthodb.org/v10?query=57649at40674	F-box/LRR-repeat protein 13
57718at40674	Duplicated	TRINITY_DN34984_c0_g1_i1:1202-3070	1120.7	499	https://www.orthodb.org/v10?query=57718at40674	kelch repeat and BTB domain-containing protein 2
57718at40674	Duplicated	TRINITY_DN34984_c0_g1_i2:1206-3074	1120.7	499	https://www.orthodb.org/v10?query=57718at40674	kelch repeat and BTB domain-containing protein 2
57718at40674	Duplicated	TRINITY_DN34984_c0_g1_i4:1205-3073	1120.7	499	https://www.orthodb.org/v10?query=57718at40674	kelch repeat and BTB domain-containing protein 2
57738at40674	Missing
57803at40674	Complete	TRINITY_DN32668_c0_g1_i1:350-2344	1294.4	584	https://www.orthodb.org/v10?query=57803at40674	fermitin family homolog 3
57805at40674	Missing
57837at40674	Complete	TRINITY_DN29701_c2_g1_i1:112-1854	1003.9	494	https://www.orthodb.org/v10?query=57837at40674	Methionyl-tRNA synthetase 2, mitochondrial
57866at40674	Duplicated	TRINITY_DN38591_c1_g1_i1:1-2190	984.8	593	https://www.orthodb.org/v10?query=57866at40674	forkhead box M1 
57866at40674	Duplicated	TRINITY_DN38591_c1_g1_i2:1-2232	996.1	591	https://www.orthodb.org/v10?query=57866at40674	forkhead box M1 
57866at40674	Duplicated	TRINITY_DN38591_c1_g1_i3:1-2187	986.5	598	https://www.orthodb.org/v10?query=57866at40674	forkhead box M1 
57866at40674	Duplicated	TRINITY_DN38591_c1_g1_i4:1-2235	996.1	593	https://www.orthodb.org/v10?query=57866at40674	forkhead box M1 
57894at40674	Missing
57906at40674	Missing
57909at40674	Missing
57959at40674	Duplicated	TRINITY_DN38612_c0_g1_i1:543-2447	1096.9	532	https://www.orthodb.org/v10?query=57959at40674	RING finger protein 207
57959at40674	Duplicated	TRINITY_DN38612_c0_g1_i3:547-2397	1123.6	532	https://www.orthodb.org/v10?query=57959at40674	RING finger protein 207
57964at40674	Missing
57977at40674	Complete	TRINITY_DN33505_c0_g1_i1:170-2626	1604.8	747	https://www.orthodb.org/v10?query=57977at40674	DEAD-box helicase 23
58002at40674	Duplicated	TRINITY_DN37098_c1_g1_i1:1431-3257	1107.8	478	https://www.orthodb.org/v10?query=58002at40674	Nuclear receptor subfamily 2 group C member 2
58002at40674	Duplicated	TRINITY_DN37098_c1_g1_i4:495-2421	1107.6	478	https://www.orthodb.org/v10?query=58002at40674	Nuclear receptor subfamily 2 group C member 2
58018at40674	Duplicated	TRINITY_DN36082_c10_g1_i1:3048-4778	993.5	474	https://www.orthodb.org/v10?query=58018at40674	Histone-lysine N-methyltransferase
58018at40674	Duplicated	TRINITY_DN36082_c10_g1_i2:3016-4746	993.5	474	https://www.orthodb.org/v10?query=58018at40674	Histone-lysine N-methyltransferase
58018at40674	Duplicated	TRINITY_DN36082_c10_g1_i3:3016-4746	993.5	474	https://www.orthodb.org/v10?query=58018at40674	Histone-lysine N-methyltransferase
58018at40674	Duplicated	TRINITY_DN36082_c10_g1_i4:3016-4746	993.5	474	https://www.orthodb.org/v10?query=58018at40674	Histone-lysine N-methyltransferase
58018at40674	Duplicated	TRINITY_DN36082_c10_g1_i5:3048-4778	993.5	474	https://www.orthodb.org/v10?query=58018at40674	Histone-lysine N-methyltransferase
58018at40674	Duplicated	TRINITY_DN36082_c10_g1_i6:3048-4778	993.5	474	https://www.orthodb.org/v10?query=58018at40674	Histone-lysine N-methyltransferase
58023at40674	Missing
58056at40674	Missing
58107at40674	Complete	TRINITY_DN31663_c1_g2_i1:61-1860	742.1	450	https://www.orthodb.org/v10?query=58107at40674	zinc finger protein 408
58120at40674	Fragmented	TRINITY_DN37711_c1_g2_i2:0-1619	783.6	472	https://www.orthodb.org/v10?query=58120at40674	RNA-binding protein 44
58144at40674	Complete	TRINITY_DN32263_c0_g1_i1:346-2295	1467.6	620	https://www.orthodb.org/v10?query=58144at40674	78 kDa glucose-regulated protein
58171at40674	Duplicated	TRINITY_DN35174_c3_g1_i1:391-2412	1146.9	574	https://www.orthodb.org/v10?query=58171at40674	Adducin 3
58171at40674	Duplicated	TRINITY_DN35174_c3_g1_i2:878-2995	1165.2	592	https://www.orthodb.org/v10?query=58171at40674	Adducin 3
58171at40674	Duplicated	TRINITY_DN35174_c3_g1_i3:391-2508	1165.2	592	https://www.orthodb.org/v10?query=58171at40674	Adducin 3
58171at40674	Duplicated	TRINITY_DN35174_c3_g1_i4:288-2405	1165.2	592	https://www.orthodb.org/v10?query=58171at40674	Adducin 3
58171at40674	Duplicated	TRINITY_DN35174_c3_g1_i5:878-2899	1146.9	574	https://www.orthodb.org/v10?query=58171at40674	Adducin 3
58171at40674	Duplicated	TRINITY_DN35174_c3_g1_i6:775-2796	1146.9	574	https://www.orthodb.org/v10?query=58171at40674	Adducin 3
58171at40674	Duplicated	TRINITY_DN35174_c3_g1_i7:775-2892	1165.2	592	https://www.orthodb.org/v10?query=58171at40674	Adducin 3
58171at40674	Duplicated	TRINITY_DN35174_c3_g1_i8:288-2309	1146.9	574	https://www.orthodb.org/v10?query=58171at40674	Adducin 3
58189at40674	Complete	TRINITY_DN39116_c0_g1_i1:919-3456	1153.8	682	https://www.orthodb.org/v10?query=58189at40674	MICAL-like protein 1
58286at40674	Duplicated	TRINITY_DN28251_c0_g1_i1:1070-2872	1113.8	515	https://www.orthodb.org/v10?query=58286at40674	Syntaxin binding protein 2
58286at40674	Duplicated	TRINITY_DN28251_c0_g1_i2:54-1899	1113.9	515	https://www.orthodb.org/v10?query=58286at40674	Syntaxin binding protein 2
58328at40674	Fragmented	TRINITY_DN35313_c0_g1_i1:355-1635	944.1	411	https://www.orthodb.org/v10?query=58328at40674	Rabenosyn, RAB effector
58335at40674	Complete	TRINITY_DN30901_c1_g1_i1:399-2615	1311.5	646	https://www.orthodb.org/v10?query=58335at40674	alpha-N-acetylglucosaminidase
58336at40674	Complete	TRINITY_DN33561_c0_g1_i1:215-2194	1230.7	552	https://www.orthodb.org/v10?query=58336at40674	pseudouridylate synthase 7 homolog isoform X1
58376at40674	Duplicated	TRINITY_DN32630_c0_g1_i1:202-2103	1154.7	541	https://www.orthodb.org/v10?query=58376at40674	A-kinase anchoring protein 10 
58376at40674	Duplicated	TRINITY_DN32630_c0_g1_i2:52-1953	1155.6	541	https://www.orthodb.org/v10?query=58376at40674	A-kinase anchoring protein 10 
58376at40674	Duplicated	TRINITY_DN32630_c0_g1_i3:181-2169	1155.2	541	https://www.orthodb.org/v10?query=58376at40674	A-kinase anchoring protein 10 
58400at40674	Complete	TRINITY_DN17659_c0_g1_i1:3314-5275	1223.2	574	https://www.orthodb.org/v10?query=58400at40674	Acyl-CoA dehydrogenase very long chain
58402at40674	Missing
58418at40674	Complete	TRINITY_DN38508_c1_g2_i2:3236-5851	1185.7	733	https://www.orthodb.org/v10?query=58418at40674	Zinc finger SWIM-type containing 9
58422at40674	Duplicated	TRINITY_DN35889_c0_g1_i2:667-2991	839.4	633	https://www.orthodb.org/v10?query=58422at40674	R3H domain and coiled-coil containing 1 like
58422at40674	Duplicated	TRINITY_DN35889_c0_g1_i3:53-2329	792.6	614	https://www.orthodb.org/v10?query=58422at40674	R3H domain and coiled-coil containing 1 like
58435at40674	Complete	TRINITY_DN38096_c0_g1_i1:523-2313	1049.4	473	https://www.orthodb.org/v10?query=58435at40674	kelch-like protein 21
58509at40674	Missing
58518at40674	Missing
58523at40674	Complete	TRINITY_DN33714_c0_g3_i1:1518-3326	1075.6	495	https://www.orthodb.org/v10?query=58523at40674	Myotubularin 1
58543at40674	Missing
58549at40674	Complete	TRINITY_DN38261_c8_g1_i1:116-2032	1018.8	487	https://www.orthodb.org/v10?query=58549at40674	tubulin--tyrosine ligase-like protein 12
58550at40674	Complete	TRINITY_DN34151_c0_g1_i1:98-1963	1089.9	544	https://www.orthodb.org/v10?query=58550at40674	Palmitoyltransferase
58577at40674	Duplicated	TRINITY_DN39303_c1_g1_i2:88-2382	1143.2	569	https://www.orthodb.org/v10?query=58577at40674	Amyloid beta precursor protein binding family B member 1
58577at40674	Duplicated	TRINITY_DN39303_c1_g1_i4:135-2258	1144.1	569	https://www.orthodb.org/v10?query=58577at40674	Amyloid beta precursor protein binding family B member 1
58626at40674	Complete	TRINITY_DN35823_c2_g1_i1:279-1991	1179.9	526	https://www.orthodb.org/v10?query=58626at40674	Kelch like family member 28
